order_id,order_date,customer_id,product_id,category,region,sales_channel,quantity,unit_price,sales_amount,payment_type,discount_pct
O002106,2026-01-20,C1002,P0135,Accessories,Southeast,Marketplace,5.0,1345.89,5383.56,Boleto,0.2
O002107,2026-01-03,C0770,P0016,Accessories,South,Online,5.0,22.14,105.16,Boleto,0.05
O002108,2026-02-01,C1329,P0269,Home,South,Store,1.0,1168.01,1051.21,Boleto,0.1
O002109,2026-01-21,C1008,P0314,Toys,Midwest,Marketplace,4.0,1244.71,4729.9,Pix,0.05
O002110,2026-03-01,C0999,P0057,Electronics,Midwest,Online,1.0,443.06,443.06,Credit Card,0.0
O002111,2026-02-17,C0342,P0293,Office,North,Online,4.0,352.44,1339.27,Pix,0.05
O002112,2026-01-14,C0944,P0279,Accessories,Midwest,Online,4.0,31.27,106.32,Boleto,0.15
O002113,2026-02-10,C0160,P0154,Electronics,Midwest,Online,2.0,491.56,835.65,Debit Card,0.15
O002114,2026-02-26,C0776,P0168,Office,North,Marketplace,3.0,538.94,1293.46,Pix,0.2
O002116,2026-01-31,C0498,P0234,Accessories,Southeast,Online,2.0,39.33,78.66,Pix,0.0
O002117,2026-01-04,C1348,P0346,Office,Northeast,Online,4.0,395.44,1423.58,Boleto,0.1
O002118,2026-02-14,C0004,P0325,Toys,South,Marketplace,5.0,1254.61,5018.44,Boleto,0.2
O002119,2026-01-08,C1470,P0230,Accessories,Midwest,Online,3.0,1224.62,3306.47,Pix,0.1
O002120,2026-01-01,C0265,P0338,Electronics,North,Marketplace,5.0,1036.26,4663.17,Pix,0.1
O002121,2026-01-24,C0476,P0266,Toys,South,Marketplace,1.0,1208.44,1087.6,Pix,0.1
O002122,2026-02-23,C1367,P0367,Home,North,Marketplace,1.0,14.02,11.92,Pix,0.15
O002123,2026-01-16,C1320,P0356,Office,Southeast,Marketplace,4.0,74.66,238.91,Debit Card,0.2
O002124,2026-02-14,C0006,P0220,Electronics,North,Marketplace,3.0,862.05,2586.15,Pix,0.0
O002125,2026-02-08,C1410,P0107,Home,Southeast,Marketplace,5.0,927.26,4172.67,Boleto,0.1
O002126,2026-01-18,C0566,P0240,Office,North,Marketplace,4.0,822.73,3126.37,Credit Card,0.05
O002127,2026-01-01,C0614,P0357,Accessories,Southeast,Marketplace,4.0,821.35,2628.32,Pix,0.2
O002128,2026-02-17,C0767,P0082,Electronics,North,Marketplace,1.0,939.42,845.48,Credit Card,0.1
O002129,2026-01-20,C0522,P0029,Toys,Southeast,Marketplace,2.0,798.86,1358.06,Credit Card,0.15
O002130,2026-02-11,C0781,P0047,Toys,Southeast,Online,3.0,434.07,1237.1,Debit Card,0.05
O002131,2026-01-28,C1228,P0044,Accessories,Southeast,Store,4.0,266.86,1067.44,Debit Card,0.0
O002132,2026-02-26,C0802,P0058,Toys,Northeast,Marketplace,4.0,551.07,1983.85,Debit Card,0.1
O002133,2026-01-11,C0944,P0289,Electronics,Southeast,Marketplace,3.0,910.13,2730.39,Debit Card,0.0
O002134,2026-02-08,C0304,P0067,Accessories,Midwest,Online,5.0,288.23,1224.98,Debit Card,0.15
O002135,2026-02-13,C1278,P0210,Toys,Midwest,Online,4.0,169.97,645.89,Credit Card,0.05
O002136,2026-02-11,C0844,P0296,Electronics,Midwest,Online,3.0,182.36,492.37,Boleto,0.1
O002137,2026-01-27,C1170,P0286,Home,Midwest,Online,2.0,380.22,760.44,Pix,0.0
O002138,2026-02-11,C1492,P0094,Office,Midwest,Marketplace,2.0,1048.67,1677.87,Boleto,0.2
O002139,2026-02-27,C0591,P0212,Accessories,Northeast,Store,1.0,1039.14,831.31,Boleto,0.2
O002140,2026-01-30,C0748,P0289,Toys,Midwest,Marketplace,2.0,1337.58,2675.16,Boleto,0.0
O002141,2026-02-28,C1295,P0114,Home,South,Marketplace,1.0,162.57,154.44,Debit Card,0.05
O002142,2026-01-01,C0684,P0272,Toys,Midwest,Online,2.0,1079.73,2159.46,Credit Card,0.0
O002143,2026-01-30,C1034,P0227,Home,Midwest,Store,2.0,1429.84,2573.71,Credit Card,0.1
O002144,2026-02-10,C0171,P0213,Home,Northeast,Store,5.0,1416.25,6019.06,Credit Card,0.15
O002145,2026-01-24,C0027,P0068,Office,Midwest,Online,5.0,770.22,3658.54,Credit Card,0.05
O002146,2026-01-17,C0870,P0237,Accessories,Northeast,Store,2.0,105.96,201.32,Credit Card,0.05
O002148,2026-02-23,C1314,P0061,Accessories,Southeast,Store,1.0,1163.16,1105.0,Pix,0.05
O002149,2026-01-04,C0564,P0122,Toys,North,Online,2.0,1290.19,2064.3,Debit Card,0.2
O002151,2026-01-17,C1381,P0062,Accessories,South,Online,2.0,1086.24,1846.61,Boleto,0.15
O002152,2026-01-21,C0606,P0115,Electronics,North,Marketplace,1.0,1114.99,1003.49,Pix,0.1
O002153,2026-02-01,C0163,P0275,Electronics,North,Store,1.0,80.9,64.72,Boleto,0.2
O002154,2026-02-09,C0064,P0101,Office,Southeast,Marketplace,2.0,167.53,301.55,Boleto,0.1
O002155,2026-02-14,C0458,P0067,Accessories,Midwest,Store,5.0,1405.17,5620.68,Debit Card,0.2
O002156,2026-02-11,C0979,P0178,Home,Northeast,Marketplace,3.0,730.55,2191.65,Boleto,0.0
O002157,2026-02-09,C0202,P0172,Toys,Midwest,Online,2.0,1011.67,1821.01,Pix,0.1
O002158,2026-02-18,C0029,P0263,Electronics,Northeast,Marketplace,5.0,308.92,1544.6,Boleto,0.0
O002159,2026-01-08,C0076,P0176,Toys,South,Store,2.0,1051.67,1998.17,Pix,0.05
O002160,2026-02-16,C0746,P0252,Office,North,Marketplace,2.0,1396.69,2234.7,Boleto,0.2
O002161,2026-01-09,C0842,P0036,Accessories,North,Online,3.0,545.15,1635.45,Credit Card,0.0
O002162,2026-01-14,C0426,P0044,Office,Southeast,Marketplace,3.0,872.59,2094.22,Credit Card,0.2
O002163,2026-01-19,C0454,P0083,Office,North,Online,5.0,977.8,3911.2,Credit Card,0.2
O002164,2026-02-05,C1400,P0130,Office,Northeast,Online,4.0,112.44,382.3,Boleto,0.15
O002165,2026-02-19,C1421,P0337,Office,North,Online,4.0,476.41,1619.79,Debit Card,0.15
O002166,2026-03-01,C0013,P0003,Electronics,Southeast,Online,2.0,698.91,1258.04,Debit Card,0.1
O002167,2026-01-01,C0241,P0035,Office,Midwest,Online,3.0,596.1,1698.88,Pix,0.05
O002168,2026-01-14,C0725,P0003,Toys,Northeast,Online,3.0,354.1,902.96,Boleto,0.15
O002169,2026-02-20,C0747,P0257,Electronics,Southeast,Store,1.0,307.53,261.4,Debit Card,0.15
O002170,2026-02-21,C1400,P0395,Toys,North,Marketplace,3.0,525.7,1340.54,Pix,0.15
O002171,2026-02-18,C1262,P0010,Toys,Southeast,Online,5.0,219.95,1099.75,Credit Card,0.0
O002172,2026-01-17,C0640,P0104,Electronics,Northeast,Online,2.0,726.26,1162.02,Pix,0.2
O002173,2026-01-06,C0853,P0307,Home,South,Store,4.0,119.64,478.56,Credit Card,0.0
O002174,2026-01-11,C0300,P0014,Home,Southeast,Store,5.0,698.87,3319.63,Debit Card,0.05
O002176,2026-01-26,C0774,P0144,Electronics,North,Store,4.0,691.78,2490.41,Boleto,0.1
O002177,2026-01-03,C0748,P0229,Electronics,Southeast,Online,3.0,910.87,2459.35,Boleto,0.1
O002178,2026-02-06,C0329,P0255,Accessories,Southeast,Store,3.0,960.36,2448.92,Credit Card,0.15
O002179,2026-01-12,C1196,P0223,Electronics,South,Online,1.0,1249.42,1186.95,Debit Card,0.05
O002180,2026-02-23,C0334,P0383,Toys,Northeast,Marketplace,5.0,1397.22,5938.18,Boleto,0.15
O002181,2026-02-06,C1266,P0388,Electronics,Southeast,Online,2.0,742.87,1262.88,Pix,0.15
O002182,2026-01-03,C0196,P0358,Toys,Northeast,Store,4.0,378.78,1515.12,Credit Card,0.0
O002183,2026-01-17,C1296,P0009,Toys,North,Store,1.0,1409.5,1268.55,Debit Card,0.1
O002184,2026-02-24,C0393,P0140,Electronics,Southeast,Marketplace,1.0,1101.13,991.02,Credit Card,0.1
O002185,2026-01-11,C0480,P0134,Home,Northeast,Marketplace,5.0,1479.18,6656.31,Debit Card,0.1
O002186,2026-01-08,C0625,P0107,Accessories,Northeast,Store,2.0,271.68,489.02,Boleto,0.1
O002187,2026-02-25,C1171,P0327,Electronics,Northeast,Online,2.0,810.91,1378.55,Debit Card,0.15
O002188,2026-02-22,C0868,P0209,Accessories,Northeast,Online,5.0,595.25,2827.44,Debit Card,0.05
O002189,2026-01-20,C1133,P0377,Office,Midwest,Marketplace,4.0,152.36,609.44,Boleto,0.0
O002190,2026-02-05,C1397,P0027,Electronics,North,Store,1.0,39.82,39.82,Pix,0.0
O002191,2026-01-20,C0301,P0322,Home,North,Online,5.0,737.26,3133.36,Boleto,0.15
O002192,2026-02-07,C0316,P0001,Accessories,Northeast,Store,4.0,971.56,3497.62,Boleto,0.1
O002193,2026-02-05,C1345,P0334,Accessories,South,Marketplace,1.0,308.01,261.81,Pix,0.15
O002194,2026-02-19,C1486,P0217,Electronics,South,Marketplace,4.0,649.49,2338.16,Credit Card,0.1
O002195,2026-02-24,C0647,P0234,Accessories,North,Store,5.0,1479.71,6658.7,Credit Card,0.1
O002196,2026-02-26,C1166,P0210,Home,Northeast,Store,3.0,447.16,1073.18,Boleto,0.2
O002197,2026-01-23,C1095,P0204,Home,Northeast,Marketplace,1.0,695.98,591.58,Pix,0.15
O002198,2026-02-11,C1252,P0079,Accessories,Southeast,Marketplace,5.0,1129.4,5082.3,Boleto,0.1
O002199,2026-01-29,C1140,P0018,Accessories,South,Marketplace,2.0,809.57,1619.14,Pix,0.0
O002200,2026-02-17,C0898,P0056,Accessories,South,Store,4.0,252.22,958.44,Pix,0.05
O002201,2026-01-22,C0612,P0238,Electronics,South,Marketplace,5.0,1336.13,6680.65,Credit Card,0.0
O002202,2026-01-22,C0320,P0032,Office,Midwest,Online,3.0,1183.0,3016.65,Credit Card,0.15
O002203,2026-02-11,C0501,P0063,Home,Midwest,Marketplace,4.0,1187.06,3798.59,Boleto,0.2
O002204,2026-01-17,C0697,P0220,Toys,Northeast,Online,1.0,1459.61,1167.69,Credit Card,0.2
O002205,2026-01-12,C1095,P0046,Office,North,Marketplace,5.0,127.01,508.04,Boleto,0.2
O002206,2026-02-24,C0966,P0357,Electronics,Southeast,Store,1.0,787.18,787.18,Pix,0.0
O002207,2026-01-06,C0244,P0382,Toys,South,Marketplace,1.0,969.19,775.35,Credit Card,0.2
O002208,2026-01-08,C1357,P0397,Electronics,Midwest,Store,3.0,436.23,1243.26,Debit Card,0.05
O002209,2026-02-26,C1107,P0288,Toys,North,Online,2.0,399.82,799.64,Credit Card,0.0
O002210,2026-01-28,C1483,P0289,Accessories,Southeast,Online,2.0,866.12,1645.63,Credit Card,0.05
O002211,2026-02-07,C0639,P0214,Office,Southeast,Marketplace,5.0,333.66,1501.47,Debit Card,0.1
O002212,2026-01-16,C0141,P0031,Home,Midwest,Store,4.0,278.78,892.1,Credit Card,0.2
O002213,2026-01-12,C0334,P0274,Accessories,Midwest,Marketplace,3.0,1081.17,2756.98,Debit Card,0.15
O002215,2026-01-13,C0509,P0164,Electronics,Southeast,Marketplace,1.0,565.78,509.2,Boleto,0.1
O002216,2026-01-12,C0245,P0122,Home,Northeast,Online,1.0,521.86,469.67,Debit Card,0.1
O002217,2026-02-27,C0569,P0310,Electronics,Northeast,Online,4.0,261.09,887.71,Credit Card,0.15
O002218,2026-02-01,C1080,P0279,Home,Southeast,Marketplace,1.0,200.16,180.14,Debit Card,0.1
O002219,2026-01-30,C1273,P0186,Office,Southeast,Online,2.0,403.3,685.61,Credit Card,0.15
O002220,2026-01-17,C0764,P0015,Office,Northeast,Store,2.0,463.91,742.26,Boleto,0.2
O002221,2026-01-21,C1137,P0168,Electronics,Midwest,Marketplace,1.0,925.0,878.75,Credit Card,0.05
O002222,2026-01-27,C0227,P0016,Accessories,Midwest,Store,4.0,974.28,3897.12,Pix,0.0
O002223,2026-02-10,C0927,P0108,Electronics,Northeast,Store,1.0,163.53,155.35,Boleto,0.05
O002225,2026-01-16,C1063,P0240,Electronics,Southeast,Store,5.0,1018.88,4330.24,Boleto,0.15
O002226,2026-01-29,C1304,P0116,Accessories,North,Store,5.0,441.14,1764.56,Debit Card,0.2
O002227,2026-01-04,C0694,P0034,Accessories,North,Marketplace,4.0,710.72,2842.88,Credit Card,0.0
O002228,2026-02-16,C1118,P0179,Home,Midwest,Online,2.0,384.45,653.56,Debit Card,0.15
O002229,2026-02-25,C0724,P0075,Home,South,Store,2.0,1087.61,1740.18,Pix,0.2
O002230,2026-02-10,C1332,P0211,Electronics,North,Online,5.0,1182.13,5319.59,Boleto,0.1
O002231,2026-01-06,C1090,P0280,Toys,North,Marketplace,4.0,852.53,2728.1,Pix,0.2
O002232,2026-02-19,C0962,P0317,Accessories,South,Online,5.0,511.82,2431.14,Boleto,0.05
O002233,2026-02-12,C0059,P0386,Home,Southeast,Online,1.0,670.45,569.88,Pix,0.15
O002234,2026-02-03,C0035,P0162,Office,South,Online,5.0,595.14,2678.13,Boleto,0.1
O002235,2026-01-04,C0792,P0340,Electronics,Midwest,Marketplace,4.0,663.97,2655.88,Credit Card,0.0
O002236,2026-01-19,C1398,P0176,Electronics,North,Online,3.0,493.95,1481.85,Boleto,0.0
O002237,2026-02-04,C0350,P0145,Accessories,North,Online,2.0,732.76,1245.69,Credit Card,0.15
O002238,2026-01-17,C0014,P0306,Toys,North,Store,1.0,602.26,511.92,Boleto,0.15
O002239,2026-02-19,C1061,P0014,Electronics,North,Marketplace,3.0,720.17,2160.51,Credit Card,0.0
O002240,2026-02-07,C1107,P0044,Office,North,Store,4.0,1141.63,4109.87,Boleto,0.1
O002241,2026-01-22,C1156,P0302,Toys,North,Marketplace,3.0,57.93,156.41,Boleto,0.1
O002242,2026-02-25,C0246,P0056,Home,Northeast,Marketplace,5.0,160.2,760.95,Credit Card,0.05
O002243,2026-01-26,C0987,P0136,Toys,Midwest,Store,4.0,22.25,84.55,Boleto,0.05
O002244,2026-02-28,C0511,P0400,Office,Northeast,Online,1.0,425.84,361.96,Pix,0.15
O002245,2026-01-27,C0406,P0241,Electronics,Midwest,Marketplace,3.0,1317.97,3163.13,Pix,0.2
O002246,2026-02-02,C0794,P0220,Office,South,Online,3.0,1341.54,4024.62,Credit Card,0.0
O002247,2026-01-20,C1310,P0237,Electronics,Northeast,Marketplace,5.0,1489.91,7449.55,Credit Card,0.0
O002248,2026-01-03,C0686,P0346,Office,South,Marketplace,3.0,932.83,2238.79,Debit Card,0.2
O002249,2026-02-04,C1063,P0220,Office,Southeast,Store,3.0,1477.96,3547.1,Boleto,0.2
O002250,2026-01-20,C0179,P0133,Toys,Northeast,Store,5.0,772.93,3284.95,Debit Card,0.15
O002251,2026-02-03,C1402,P0109,Home,South,Online,2.0,1372.98,2196.77,Credit Card,0.2
O002252,2026-01-25,C0183,P0309,Home,Southeast,Marketplace,2.0,352.64,564.22,Boleto,0.2
O002253,2026-01-13,C1296,P0214,Office,Southeast,Store,4.0,1130.71,4296.7,Debit Card,0.05
O002254,2026-02-04,C0815,P0147,Home,Midwest,Store,5.0,1212.98,5155.16,Pix,0.15
O002255,2026-01-22,C0755,P0231,Accessories,Southeast,Online,4.0,953.21,3431.56,Debit Card,0.1
O002256,2026-02-16,C1249,P0258,Electronics,South,Marketplace,2.0,41.55,70.63,Credit Card,0.15
O002257,2026-01-15,C1048,P0271,Toys,Southeast,Online,1.0,630.96,567.86,Debit Card,0.1
O002258,2026-01-17,C1232,P0296,Home,North,Store,4.0,528.56,1797.1,Debit Card,0.15
O002259,2026-01-09,C1307,P0366,Toys,Midwest,Marketplace,4.0,580.41,2205.56,Pix,0.05
O002260,2026-01-17,C0561,P0337,Office,Northeast,Store,2.0,1458.42,2771.0,Pix,0.05
O002261,2026-01-08,C0407,P0313,Toys,Southeast,Online,4.0,341.68,1161.71,Credit Card,0.15
O002262,2026-01-23,C1129,P0163,Toys,North,Store,3.0,12100.36,36301.08,Debit Card,0.0
O002263,2026-02-14,C1246,P0343,Electronics,South,Marketplace,3.0,941.28,2682.65,Debit Card,0.05
O002264,2026-02-08,C1265,P0018,Toys,Northeast,Online,3.0,150.37,383.44,Debit Card,0.15
O002265,2026-01-27,C0514,P0353,Toys,Southeast,Marketplace,3.0,118.72,284.93,Boleto,0.2
O002266,2026-02-25,C1218,P0056,Home,Midwest,Online,1.0,1025.93,974.63,Credit Card,0.05
O002267,2026-02-25,C1449,P0375,Accessories,North,Online,4.0,193.73,658.68,Pix,0.15
O002268,2026-01-04,C0441,P0344,Electronics,Northeast,Online,4.0,1021.19,3880.52,Debit Card,0.05
O002270,2026-01-20,C0590,P0178,Electronics,North,Online,3.0,1283.57,3273.1,Debit Card,0.15
O002271,2026-01-04,C1301,P0018,Accessories,South,Online,5.0,427.52,1816.96,Pix,0.15
O002272,2026-01-24,C0072,P0028,Home,Southeast,Marketplace,5.0,393.91,1772.6,Debit Card,0.1
O002273,2026-01-17,C0201,P0249,Home,South,Online,3.0,834.76,2379.07,Debit Card,0.05
O002274,2026-01-12,C0560,P0278,Accessories,North,Online,3.0,60.14,180.42,Debit Card,0.0
O002275,2026-02-21,C0079,P0385,Toys,North,Store,2.0,752.24,1504.48,Debit Card,0.0
O002276,2026-01-02,C0768,P0243,Accessories,Midwest,Online,1.0,774.58,697.12,Pix,0.1
O002277,2026-02-22,C0690,P0378,Accessories,South,Marketplace,3.0,943.7,2689.54,Boleto,0.05
O002278,2026-02-20,C1063,P0364,Electronics,North,Online,1.0,570.18,484.65,Debit Card,0.15
O002279,2026-02-04,C0819,P0047,Home,South,Marketplace,4.0,30.0,120.0,Boleto,0.0
O002280,2026-02-10,C1170,P0368,Accessories,Southeast,Marketplace,1.0,37.67,32.02,Boleto,0.15
O002281,2026-02-17,C0756,P0181,Home,North,Marketplace,5.0,1146.35,5158.58,Debit Card,0.1
O002282,2026-01-23,C0627,P0306,Office,Southeast,Online,3.0,900.91,2297.32,Pix,0.15
O002283,2026-02-20,C1386,P0112,Home,North,Marketplace,5.0,1443.35,6495.08,Pix,0.1
O002284,2026-01-16,C0231,P0239,Home,Northeast,Marketplace,5.0,947.74,4738.7,Boleto,0.0
O002285,2026-02-07,C1327,P0072,Home,North,Store,2.0,1337.33,2139.73,Credit Card,0.2
O002286,2026-02-07,C0125,P0229,Home,Northeast,Store,4.0,817.4,3106.12,Pix,0.05
O002287,2026-01-15,C0106,P0131,Toys,Northeast,Store,5.0,1447.9,5791.6,Debit Card,0.2
O002288,2026-01-08,C0002,P0233,Accessories,Southeast,Marketplace,1.0,1187.71,950.17,Boleto,0.2
O002289,2026-01-01,C1132,P0276,Toys,Midwest,Store,4.0,580.36,2089.3,Boleto,0.1
O002290,2026-02-16,C0123,P0227,Office,North,Online,4.0,875.12,3150.43,Debit Card,0.1
O002291,2026-01-18,C0632,P0065,Home,Midwest,Online,1.0,419.11,356.24,Boleto,0.15
O002292,2026-02-11,C0925,P0300,Home,Southeast,Store,3.0,484.08,1452.24,Boleto,0.0
O002293,2026-01-31,C0265,P0202,Office,South,Store,5.0,157.85,789.25,Pix,0.0
O002294,2026-01-02,C0993,P0280,Office,North,Online,5.0,1191.58,5660.0,Credit Card,0.05
O002295,2026-03-01,C0386,P0247,Accessories,Midwest,Marketplace,3.0,327.46,982.38,Pix,0.0
O002296,2026-02-05,C0839,P0016,Home,Northeast,Online,1.0,1073.05,965.74,Boleto,0.1
O002297,2026-01-06,C0148,P0355,Office,Northeast,Store,4.0,711.91,2847.64,Boleto,0.0
O002298,2026-01-26,C0396,P0094,Toys,Midwest,Store,4.0,921.25,3316.5,Boleto,0.1
O002299,2026-01-05,C0442,P0133,Accessories,Midwest,Store,1.0,1384.12,1314.91,Pix,0.05
O002300,2026-01-27,C0628,P0305,Toys,North,Online,2.0,909.55,1546.24,Boleto,0.15
O002301,2026-02-17,C1018,P0058,Home,Southeast,Marketplace,1.0,1125.75,1125.75,Credit Card,0.0
O002302,2026-01-13,C0217,P0328,Accessories,North,Store,5.0,254.41,1081.24,Credit Card,0.15
O002303,2026-01-30,C0718,P0310,Accessories,South,Online,3.0,989.78,2672.41,Credit Card,0.1
O002304,2026-01-13,C1023,P0268,Electronics,Southeast,Online,2.0,1233.16,2096.37,Debit Card,0.15
O002305,2026-01-17,C0028,P0220,Accessories,South,Marketplace,3.0,1232.73,3328.37,Pix,0.1
O002306,2026-01-30,C1478,P0250,Accessories,Southeast,Marketplace,2.0,1073.06,2146.12,Pix,0.0
O002308,2026-01-18,C0009,P0213,Electronics,Southeast,Store,1.0,590.16,531.14,Pix,0.1
O002309,2026-01-24,C1132,P0245,Toys,Midwest,Marketplace,1.0,294.31,235.45,Credit Card,0.2
O002310,2026-02-18,C0462,P0078,Toys,Northeast,Online,1.0,1181.96,1004.67,Boleto,0.15
O002311,2026-02-08,C0346,P0193,Home,South,Marketplace,1.0,742.11,593.69,Debit Card,0.2
O002312,2026-01-18,C0478,P0316,Toys,South,Marketplace,2.0,537.17,1020.62,Boleto,0.05
O002313,2026-01-19,C0111,P0108,Toys,Southeast,Online,1.0,382.58,325.19,Pix,0.15
O002314,2026-01-20,C1367,P0158,Home,Midwest,Marketplace,2.0,852.81,1705.62,Boleto,0.0
O002315,2026-02-27,C1188,P0320,Home,Midwest,Store,1.0,657.57,624.69,Credit Card,0.05
O002316,2026-01-08,C0270,P0287,Accessories,South,Marketplace,2.0,801.73,1603.46,Debit Card,0.0
O002317,2026-02-24,C0980,P0379,Accessories,North,Store,1.0,658.9,593.01,Pix,0.1
O002318,2026-01-05,C1126,P0374,Accessories,South,Store,2.0,1156.4,1965.88,Boleto,0.15
O002319,2026-01-07,C0478,P0120,Toys,Northeast,Store,3.0,1436.92,4310.76,Pix,0.0
O002320,2026-02-02,C0078,P0038,Office,North,Marketplace,2.0,1229.63,2090.37,Credit Card,0.15
O002321,2026-02-07,C1424,P0124,Home,South,Store,5.0,553.89,2769.45,Boleto,0.0
O002322,2026-01-06,C0681,P0383,Toys,South,Store,4.0,1496.3,5386.68,Credit Card,0.1
O002323,2026-01-14,C0194,P0157,Office,Midwest,Online,4.0,1222.88,4157.79,Boleto,0.15
O002325,2026-02-17,C0638,P0341,Accessories,North,Online,5.0,471.22,2002.69,Credit Card,0.15
O002326,2026-02-01,C0005,P0231,Office,South,Online,1.0,1215.92,972.74,Boleto,0.2
O002328,2026-01-24,C1000,P0152,Toys,Southeast,Online,1.0,1454.18,1454.18,Debit Card,0.0
O002329,2026-02-25,C1265,P0331,Accessories,Northeast,Online,2.0,411.21,740.18,Boleto,0.1
O002330,2026-01-18,C0040,P0303,Electronics,Southeast,Marketplace,1.0,1192.64,1013.74,Credit Card,0.15
O002331,2026-01-13,C0621,P0193,Home,Southeast,Store,4.0,449.94,1529.8,Boleto,0.15
O002332,2026-02-05,C0557,P0386,Home,North,Online,4.0,132.53,450.6,Boleto,0.15
O002334,2026-02-10,C1062,P0221,Home,South,Store,4.0,1122.62,4265.96,Boleto,0.05
O002335,2026-01-04,C0517,P0068,Toys,South,Marketplace,4.0,1335.28,5341.12,Pix,0.0
O002336,2026-01-14,C0779,P0157,Office,South,Marketplace,2.0,993.35,1788.03,Boleto,0.1
O002337,2026-02-08,C0939,P0292,Accessories,South,Online,5.0,1043.67,4696.52,Debit Card,0.1
O002338,2026-02-01,C1286,P0354,Toys,North,Store,3.0,390.56,1171.68,Debit Card,0.0
O002339,2026-02-25,C0430,P0025,Office,Southeast,Marketplace,2.0,904.27,1627.69,Boleto,0.1
O002340,2026-02-14,C1447,P0345,Toys,Midwest,Marketplace,2.0,1223.48,2324.61,Credit Card,0.05
O002341,2026-02-15,C1357,P0310,Electronics,Southeast,Marketplace,5.0,876.48,3505.92,Boleto,0.2
O002342,2026-01-09,C0191,P0142,Accessories,Southeast,Store,5.0,1461.31,6575.9,Debit Card,0.1
O002343,2026-02-24,C1135,P0232,Toys,South,Online,1.0,163.86,147.47,Boleto,0.1
O002344,2026-02-03,C0974,P0050,Toys,Midwest,Marketplace,1.0,207.0,186.3,Debit Card,0.1
O002345,2026-02-23,C1370,P0081,Office,North,Store,4.0,753.11,2560.57,Credit Card,0.15
O002346,2026-02-26,C0147,P0007,Home,South,Store,5.0,627.9,2511.6,Pix,0.2
O002347,2026-01-30,C0875,P0376,Electronics,South,Store,2.0,1255.51,2134.37,Boleto,0.15
O002348,2026-02-11,C0013,P0154,Office,North,Store,2.0,377.25,641.32,Credit Card,0.15
O002349,2026-02-18,C0724,P0144,Electronics,Northeast,Store,5.0,1069.29,4811.8,Boleto,0.1
O002350,2026-01-15,C0256,P0098,Toys,South,Store,5.0,699.22,3146.49,Debit Card,0.1
O002351,2026-02-18,C0836,P0243,Office,North,Store,1.0,802.42,682.06,Credit Card,0.15
O002352,2026-01-09,C0728,P0233,Electronics,Midwest,Store,5.0,1072.42,5362.1,Pix,0.0
O002353,2026-01-26,C0177,P0063,Toys,South,Store,5.0,669.31,3346.55,Credit Card,0.0
O002354,2026-01-01,C0009,P0236,Electronics,Southeast,Online,4.0,343.62,1168.31,Debit Card,0.15
O002355,2026-02-09,C0027,P0038,Accessories,Midwest,Store,4.0,654.08,2485.5,Boleto,0.05
O002356,2026-02-04,C1214,P0012,Electronics,North,Marketplace,3.0,1339.25,3214.2,Debit Card,0.2
O002357,2026-02-07,C0572,P0294,Toys,South,Store,2.0,90.66,154.12,Pix,0.15
O002359,2026-02-07,C1227,P0244,Home,Southeast,Online,1.0,1153.24,1153.24,Boleto,0.0
O002360,2026-02-27,C0771,P0255,Home,North,Marketplace,5.0,1299.49,5847.7,Credit Card,0.1
O002361,2026-02-14,C0823,P0366,Accessories,South,Store,4.0,707.3,2546.28,Pix,0.1
O002362,2026-01-27,C1447,P0356,Home,South,Marketplace,4.0,573.51,2179.34,Credit Card,0.05
O002363,2026-02-02,C0860,P0223,Office,South,Store,2.0,185.61,334.1,Credit Card,0.1
O002364,2026-01-31,C1210,P0294,Office,North,Store,5.0,1495.87,6357.45,Pix,0.15
O002365,2026-01-09,C0703,P0079,Toys,North,Marketplace,5.0,1393.5,6619.12,Credit Card,0.05
O002366,2026-01-26,C1166,P0251,Electronics,Midwest,Online,2.0,537.86,860.58,Debit Card,0.2
O002367,2026-02-25,C0814,P0043,Accessories,South,Online,4.0,1353.74,4602.72,Credit Card,0.15
O002368,2026-01-31,C1185,P0071,Electronics,Midwest,Online,1.0,24.69,20.99,Credit Card,0.15
O002369,2026-02-14,C0293,P0300,Accessories,South,Marketplace,1.0,488.32,439.49,Credit Card,0.1
O002370,2026-03-01,C1007,P0231,Home,North,Marketplace,4.0,942.51,3393.04,Debit Card,0.1
O002372,2026-01-30,C1282,P0058,Accessories,Southeast,Marketplace,4.0,850.07,3230.27,Debit Card,0.05
O002373,2026-02-19,C0705,P0333,Office,South,Marketplace,2.0,611.6,1162.04,Boleto,0.05
O002374,2026-02-12,C1375,P0334,Toys,North,Online,5.0,1337.38,6018.21,Debit Card,0.1
O002375,2026-01-27,C0037,P0107,Electronics,Southeast,Store,4.0,771.83,2624.22,Debit Card,0.15
O002376,2026-02-05,C0372,P0320,Electronics,Midwest,Marketplace,2.0,267.46,454.68,Pix,0.15
O002377,2026-01-14,C0167,P0090,Electronics,Midwest,Online,4.0,1443.81,5486.48,Boleto,0.05
O002378,2026-01-17,C0512,P0342,Home,North,Marketplace,4.0,791.79,2533.73,Pix,0.2
O002379,2026-01-16,C1282,P0384,Office,Southeast,Online,4.0,1439.56,5758.24,Credit Card,0.0
O002380,2026-02-23,C1311,P0169,Home,Midwest,Store,4.0,405.66,1622.64,Boleto,0.0
